Split,Class,Filename,Area,Perimeter,Width,Height,Aspect_Ratio,Mean_Hue,Mean_Saturation,Mean_Value,Mean_Brightness
train,inconclusive,inconclusive_012.png,27678.0,732.2741661071777,188,151,1.2450331125827814,80.72083333333333,176.30948333333333,44.060858333333336,33.21286666666666
train,inconclusive,inconclusive_019.png,30972.0,791.0437180995941,216,147,1.469387755102041,88.268275,177.65955833333334,44.374516666666665,31.878408333333333
train,inconclusive,inconclusive_017.png,29446.0,786.9604578018188,244,124,1.967741935483871,58.987966666666665,181.70853333333332,50.439433333333334,35.21661666666667
train,inconclusive,inconclusive_018.png,26047.0,709.5046141147614,197,136,1.4485294117647058,79.94044166666667,182.59910833333333,38.10160833333333,26.498116666666668
train,inconclusive,inconclusive_010.png,24752.0,691.5046141147614,190,134,1.4179104477611941,80.93808333333334,183.63709166666666,36.442625,26.055958333333333
train,inconclusive,inconclusive_011.png,33187.0,825.9310202598572,248,137,1.8102189781021898,87.15775,174.03926666666666,47.349775,35.064933333333336
train,inconclusive,inconclusive_014.png,34903.0,834.7005722522736,226,158,1.4303797468354431,66.82505833333333,154.71898333333334,41.62695,36.616883333333334
train,inconclusive,inconclusive_007.png,23855.0,686.1320307254791,186,132,1.4090909090909092,76.58618333333334,171.32338333333334,36.101616666666665,30.319575
validation,negative,negative_003.png,31020.0,775.1025931835175,205,155,1.3225806451612903,63.19335,160.904925,58.699733333333334,53.358716666666666
validation,negative,negative_001.png,36387.0,852.558436870575,240,155,1.5483870967741935,85.78618333333333,156.20415833333334,67.8372,57.60348333333334
validation,negative,negative_004.png,28081.0,760.0731556415558,217,133,1.631578947368421,73.223575,162.90643333333333,49.233783333333335,43.69241666666667
validation,negative,negative_005.png,38266.0,865.5289993286133,226,173,1.30635838150289,55.445033333333335,149.12286666666665,69.33006666666667,64.75201666666666
validation,negative,negative_002.png,24929.0,701.7888848781586,190,135,1.4074074074074074,67.89739166666666,168.17556666666667,47.7104,42.887025
validation,positive,positive_005.png,21678.0,679.3036036491394,207,108,1.9166666666666667,52.790866666666666,200.76956666666666,49.655966666666664,26.609716666666667
validation,positive,positive_003.png,26967.0,739.445739030838,213,130,1.6384615384615384,64.01859166666667,204.50211666666667,60.31888333333333,27.370266666666666
validation,positive,positive_004.png,22928.0,701.445739030838,213,111,1.9189189189189189,51.84715,203.55190833333333,44.204708333333336,22.733575
validation,positive,positive_002.png,24728.0,718.1320307254791,216,118,1.8305084745762712,74.48034166666666,204.23035833333333,43.03305,19.681816666666666
validation,positive,positive_001.png,29188.0,738.8183224201202,173,173,1.0,48.83133333333333,203.7194,58.53845833333333,32.22763333333333
validation,inconclusive,inconclusive_003.png,36035.0,827.445739030838,218,169,1.2899408284023668,55.092758333333336,165.18535833333334,49.614533333333334,44.30190833333333
validation,inconclusive,inconclusive_001.png,25836.0,706.8183224201202,191,139,1.3741007194244603,74.37651666666666,169.72078333333334,32.17211666666667,26.558783333333334
validation,inconclusive,inconclusive_005.png,28828.0,788.1320307254791,251,118,2.1271186440677967,64.09288333333333,163.87070833333334,43.96265833333333,38.73088333333333
validation,inconclusive,inconclusive_004.png,35686.0,856.7005722522736,247,148,1.6689189189189189,66.545425,152.19205,47.55871666666667,42.802875
validation,inconclusive,inconclusive_002.png,34354.0,823.445739030838,235,150,1.5666666666666667,84.15109166666667,156.62258333333332,49.795858333333335,42.75106666666667
test,negative,negative_003.png,24421.0,680.6761870384216,178,141,1.2624113475177305,74.94835,167.961325,45.69144166666667,40.3912
test,negative,negative_001.png,35143.0,834.558436870575,229,157,1.4585987261146496,55.79866666666667,153.65411666666665,64.85736666666666,60.29750833333333
test,negative,negative_004.png,28709.0,740.8183224201202,198,149,1.3288590604026846,68.73300833333333,160.76873333333333,48.752833333333335,44.176433333333335
test,negative,negative_005.png,28682.0,793.445739030838,254,116,2.189655172413793,70.82843333333334,164.361925,53.131591666666665,47.271975
test,negative,negative_002.png,30287.0,762.4751765727997,207,150,1.38,76.03319166666667,159.12695,51.82950833333334,46.52985
test,positive,positive_005.png,34561.0,812.6173119544983,217,163,1.3312883435582823,46.564233333333334,200.28015,64.31936666666667,37.15878333333333
test,positive,positive_003.png,29625.0,764.2741661071777,211,144,1.4652777777777777,48.93935,203.92330833333332,60.781425,34.43225833333333
test,positive,positive_004.png,26846.0,722.2741661071777,185,149,1.2416107382550337,50.493066666666664,202.798575,52.58725833333333,30.421958333333333
test,positive,positive_002.png,34755.0,835.0437180995941,231,154,1.5,49.515766666666664,203.46781666666666,58.255658333333336,28.755325
test,positive,positive_001.png,28165.0,734.4751765727997,194,149,1.3020134228187918,50.77610833333333,203.844325,53.916133333333335,26.719991666666665
test,inconclusive,inconclusive_003.png,33126.0,806.2741661071777,225,151,1.490066225165563,80.95338333333333,166.89294166666667,53.119525,41.953291666666665
test,inconclusive,inconclusive_001.png,31573.0,788.2741661071777,219,148,1.4797297297297298,76.72845833333334,162.13220833333332,44.26616666666666,37.491725
test,inconclusive,inconclusive_005.png,30272.0,813.2447285652161,255,122,2.0901639344262297,51.5036,175.62493333333333,43.35276666666667,35.89868333333333
test,inconclusive,inconclusive_004.png,35548.0,860.357426404953,251,145,1.7310344827586206,91.40590833333333,168.2603,52.89946666666667,40.32550833333333
test,inconclusive,inconclusive_002.png,24946.0,697.64674949646,190,135,1.4074074074074074,83.51428333333334,190.6518,44.52619166666667,27.579983333333335
